Frame,People,Violence
1,8,0.0
2,9,0.24689701631313765
3,8,0.29381130649223774
4,8,0.2684326995325803
5,9,0.29166859810285045
6,9,0.2588132436932341
7,9,0.27550002690538805
8,8,0.26895111953135387
9,6,0.27061094035450395
10,7,0.2543790531018483
11,7,0.24744260631375398
12,7,0.2298619812250795
13,7,0.21794335045945207
14,8,0.21047995984308168
15,9,0.2123837955931318
16,8,0.21374372788235124
17,9,0.22973411840278027
18,9,0.22952193893725617
19,8,0.22773966479693245
20,8,0.21285706478872482
21,10,0.2213296624701095
22,10,0.19965486667024485
23,9,0.2137074079283452
24,9,0.21263102570920997
25,9,0.22417931916723802
26,10,0.22169193926897424
27,9,0.23935687349224444
28,9,0.22583225462821618
29,8,0.22665521231667354
30,8,0.23461723953147348
31,10,0.24145876870754218
32,11,0.23851159380571954
33,10,0.24935360747247698
34,9,0.2527883136708976
35,7,0.26245708766682546
36,8,0.2568284057027917
37,9,0.2768128620508228
38,9,0.2799519951088203
39,9,0.291428281853663
40,9,0.29468861341140784
41,11,0.3018363047018322
42,9,0.30342604745857615
43,8,0.3250694362529207
44,9,0.2993364011149401
45,6,0.3125782850159845
46,7,0.2737763712614334
47,6,0.282733216088255
48,7,0.2766971635355652
49,7,0.30356233805931276
50,6,0.2912410033367494
51,6,0.3306979572958425
52,6,0.31181472633684415
53,7,0.29756185392143236
54,6,0.29106634125963476
55,8,0.28065491702746026
56,7,0.2731377804938654
57,9,0.26727892717872426
58,9,0.2659259783373337
59,10,0.25977501824830557
60,9,0.2575597780571398
61,8,0.2543511407320175
62,8,0.2507566884498031
63,8,0.2491936850106132
64,11,0.2516914311661746
65,11,0.2549497437048697
66,12,0.2560383535239937
67,10,0.2721515596435157
68,9,0.25225508325429363
69,10,0.25929029043818635
70,11,0.24403009761868014
71,9,0.2522960969680307
72,12,0.23748123490445852
73,12,0.24306124436386142
74,11,0.23261469466619467
75,12,0.23560742789990002
76,11,0.22332427659611284
77,12,0.22338340997029565
78,12,0.21407518548501958
79,11,0.20001857357099734
80,11,0.20306511268443103
81,12,0.19224297235676902
82,11,0.1816989280339139
83,11,0.1892388230745811
84,10,0.19915492955691988
85,9,0.1970838420093277
86,9,0.20962847837927906
87,9,0.20274268004571114
88,9,0.21342400592644192
89,10,0.2246960657458077
90,10,0.21611104972791004
91,7,0.22702961207889585
92,7,0.19668049513032718
93,7,0.20326515961024222
94,7,0.19344479117347535
95,8,0.20381262407183215
96,8,0.19084817397373968
97,7,0.2370006720802766
98,7,0.23674544114280183
99,7,0.23803200476980413
100,6,0.24822237444309056
101,7,0.24736514687210648
102,6,0.258501918982207
103,7,0.2696825838840401
104,6,0.2821160332150095
105,5,0.28810032688886916
106,6,0.2935041446859804
107,6,0.2892813747548364
108,6,0.2772610308035541
109,6,0.27497192018606886
110,7,0.26621976593774593
111,6,0.26824328492154303
112,5,0.27644338393591295
113,5,0.2957457922586482
114,5,0.27061536732132146
115,7,0.29052093841037896
116,7,0.2631155957591507
117,7,0.27446591266700976
118,8,0.259269724915687
119,9,0.2887412282383213
120,7,0.2786832786585588
121,10,0.31342465821038845
122,9,0.30053101388439807
123,9,0.30364047952452566
124,9,0.29995093160810765
125,8,0.29176294559146837
126,8,0.2911152404155494
127,10,0.2852278936531505
128,10,0.2686530866544938
129,9,0.25656359229415515
130,8,0.24291298551329538
131,8,0.23261531848005648
132,7,0.22899491899019514
133,7,0.22392026399562487
134,8,0.22415346827098345
135,10,0.2325237237765238
136,9,0.22787707354683606
137,7,0.23453692828562525
138,7,0.23424424387311493
139,7,0.24791697076651792
140,7,0.22728404442473132
141,8,0.2421994985000154
142,9,0.22854603572448867
143,9,0.23747773163793476
144,8,0.23057030954127775
145,7,0.2509119763097873
146,8,0.23505571684491255
147,9,0.2365086089598452
148,9,0.2390058290492319
149,9,0.23183336762894294
150,8,0.22374748392515104
151,8,0.22543790416774795
152,8,0.22528419771902888
153,9,0.2188411486390156
154,6,0.21204989782955538
155,7,0.21965121674528781
156,9,0.22531366548788662
157,8,0.21913057132035813
158,7,0.21445846555106035
159,7,0.22318151130691627
160,7,0.20571551379653635
161,6,0.20259157556643773
162,6,0.18323682707429353
163,6,0.19223466274908402
164,7,0.2030008754535712
165,5,0.2272275508814139
166,6,0.22333620427776618
167,7,0.2535039151617773
168,6,0.26138845941611777
169,6,0.2583024780576263
170,6,0.2609924895301704
171,6,0.2741243890649259
172,6,0.27919540732769255
173,5,0.2855079617429761
174,5,0.2856897821441234
175,5,0.2900058471153617
176,5,0.28381489788606973
177,6,0.29462065427855677
178,9,0.29658375542642623
179,8,0.30820457214139096
180,8,0.31685931668585765
181,9,0.33348557461295086
182,9,0.3303845204000526
183,9,0.33976203705452424
184,9,0.29894523902475667
185,10,0.3033822179335737
186,10,0.23594248453375205
187,9,0.24052408190176186
188,10,0.2216338594438342
189,10,0.2484249632965879
190,9,0.23262854979817021
191,8,0.289509236152686
192,8,0.28227642148889026
193,9,0.2850727801184473
194,8,0.29547857244957515
195,9,0.29531039001073844
196,8,0.30009738300044136
197,8,0.29806870293459237
198,8,0.2980135423497451
199,6,0.2893255998734732
200,6,0.28981046499140406
201,6,0.2808724188589189
202,5,0.28312662951408585
203,5,0.28625876111923254
204,5,0.29448228973168955
205,5,0.29187761750506913
206,5,0.3044745071514801
207,3,0.31196116860505363
208,3,0.28097961019263457
209,3,0.2860058918524062
210,2,0.25958200388573616
211,4,0.25969816498717535
212,6,0.2568726701240341
213,6,0.28648499379988657
214,6,0.2781782788942882
215,6,0.31145054722782356
216,4,0.3096631378488082
217,3,0.30150574695105564
218,3,0.29930556651231843
219,4,0.3036247904587367
220,3,0.29644729664734815
221,5,0.28973685884001127
222,5,0.2858006333884917
223,5,0.28408211325323396
224,6,0.2692001034895556
225,5,0.26826997430592653
226,7,0.2647975537910498
227,7,0.27298129901467
228,9,0.2727043430100631
229,9,0.2789537812304948
230,9,0.2843402489925819
231,8,0.30074615503431296
232,7,0.27438695116671213
233,9,0.29163798358044196
234,9,0.2817200944123358
235,7,0.2905235812934991
236,6,0.2772607534982626
237,5,0.3105231015296983
238,6,0.2988208133565503
239,6,0.31262870868839504
240,6,0.30995639263745006
241,5,0.31469056589509103
242,6,0.30968089643620794
243,5,0.3100681488155826
244,6,0.3087532062694188
245,6,0.3076176301877556
246,4,0.2976573349574473
247,3,0.2868881531216581
248,5,0.2772461359151906
249,6,0.2774885923352274
250,6,0.2669076119035812
251,4,0.2772118133228747
252,4,0.28596236794994984
253,4,0.30014464799771734
254,4,0.25266598228725246
255,5,0.27972422122706214
256,5,0.2528745934418247
257,5,0.2898350874137532
258,8,0.2990865240419267
259,6,0.3596254382156056
260,5,0.36414696770327615
261,6,0.3904409535896441
262,7,0.36837047072419893
263,6,0.3576625353044024
264,5,0.34835208067645324
265,6,0.32024247740982004
266,6,0.3093259720574183
267,6,0.27807938605180943
268,6,0.26958572801101705
269,6,0.2586788966681909
270,7,0.25464417197661193
271,6,0.26017824017740576
272,5,0.2733123120033934
273,6,0.2783556127050536
274,6,0.27917819968942104
275,7,0.2730646069424741
276,7,0.27519249264339746
277,9,0.281206298519046
278,9,0.26763029506312136
279,9,0.27952200473649547
280,10,0.26451434175915384
281,9,0.2705870549940254
282,9,0.2610415911055794
283,9,0.2722184850849626
284,7,0.2725557460003065
285,7,0.2901843069066331
286,7,0.2797668210972365
287,7,0.2686766466280094
288,7,0.26197694544396927
289,7,0.2501380362329748
290,6,0.248266899225026
291,6,0.24392872922140052
292,6,0.25251015330467413
293,8,0.24705078524714316
294,6,0.23846186313284062
295,7,0.2289790801472235
296,7,0.21887873949237124
297,6,0.21389591455967444
298,7,0.20629597944730324
299,5,0.2017140130648521
300,6,0.20535319947501182
301,8,0.2226696152614489
302,8,0.20206402398482984
303,7,0.2122210698929091
304,7,0.1942557107462253
305,6,0.21137443141084633
306,6,0.19600809407791772
307,5,0.22085331543554215
308,5,0.20342588652149476
309,5,0.22265118051287636
310,5,0.20472730385038282
311,5,0.19504013574737905
312,5,0.1785620807750958
313,5,0.1877477118189082
314,5,0.18761297354965936
315,4,0.19141002383984912
316,5,0.2088441970918951
317,6,0.220622231867939
318,5,0.2256529453522164
319,5,0.2322517800195813
320,5,0.23546836199591636
321,6,0.23431407533287946
322,5,0.23655467781434908
323,6,0.2467482420667467
324,6,0.21186808168371826
325,6,0.22579705360610136
326,6,0.1785158321376104
327,6,0.19012701839014262
328,7,0.17735282723958484
329,7,0.21286038090048573
330,7,0.19439973653800058
331,6,0.23049858249816607
332,6,0.2110680312051371
333,8,0.21574044194584618
334,6,0.2011185077108057
335,8,0.18811196251664192
336,6,0.19077568775408138
337,7,0.18255708120454342
338,6,0.17141834324223165
339,6,0.16815749160382754
340,6,0.16156807569394155
341,9,0.16920112340225693
342,9,0.166218550267529
343,9,0.15548699283141046
344,8,0.1625106857080146
345,9,0.17143272027125872
346,8,0.16112456232414454
347,9,0.17112208053328376
348,10,0.17815216520021596
349,9,0.1952752389143749
350,8,0.19716124485534356
351,8,0.20842850312556488
352,9,0.20293222370659972
353,9,0.22059898755801427
354,8,0.20896424215500967
355,6,0.22558460352941054
356,6,0.21875091080706993
357,6,0.22402823937982577
358,7,0.2159501397665588
359,7,0.21667459029077096
360,7,0.207332066036589
361,5,0.20739630382575053
362,6,0.21323363195769338
363,7,0.21853887375401965
364,7,0.21753298265726823
365,8,0.2242350181906681
366,7,0.22633302942970643
367,6,0.22897766638447742
368,6,0.21340980215394093
369,6,0.2102028965051231
370,6,0.20324064913268325
371,6,0.20351198357114736
372,6,0.1980347058506707
373,7,0.2090318676122865
374,7,0.20877911125701654
375,7,0.2128148656761347
376,6,0.21371855320554872
377,6,0.21490874003410174
378,6,0.21450385259230256
379,7,0.21894486702111454
380,8,0.20671723722033847
381,8,0.19717825710798528
382,7,0.20012815247628493
383,7,0.20319532578359567
384,8,0.1958150089473269
385,9,0.20332540965609983
386,9,0.20720113644380928
387,8,0.1976692853905851
388,6,0.18378896341423961
389,8,0.1868103305895666
390,8,0.1841356985128805
391,7,0.18215726084640838
392,7,0.17342274043813827
393,6,0.18114820139469218
394,6,0.18538550704679357
395,6,0.19016938667162658
396,6,0.18019223701811748
397,6,0.1930692867668367
398,6,0.19563803876161598
399,6,0.19113813114024758
400,5,0.18704375054006278
401,5,0.20118394273704587
402,4,0.20573168458932728
403,4,0.19899806205901566
404,4,0.19970229443233556
405,6,0.2008935730264702
406,5,0.18976379474297742
407,6,0.17881571536938076
408,6,0.18494716398089261
409,7,0.19976308058826733
410,6,0.20870441487859553
411,7,0.2262282790672005
412,6,0.23029110994746435
413,7,0.23190701767475125
414,9,0.2278627736992127
415,6,0.22055874082487215
416,8,0.22228063959695618
417,11,0.2545233834951909
418,11,0.2548517448604196
419,8,0.26549947882160757
420,8,0.24197135929456093
421,7,0.250295682496238
422,5,0.22690493436525622
423,7,0.22673997507270588
424,5,0.21240352644148244
425,5,0.2315934780584727
426,4,0.21746500981604616
427,5,0.2205152160774122
428,4,0.21172546077806736
429,4,0.21481821972975923
430,4,0.2188805195330855
431,5,0.22488005612674727
432,3,0.22041918652041986
433,4,0.22886875076652324
434,5,0.2197335000995663
435,4,0.21158972303717527
436,5,0.20755011001856655
437,3,0.20345378131443398
438,4,0.2105048336716527
439,3,0.21734961545343495
440,4,0.2256698253569729
441,3,0.2290747073094468
442,3,0.19345910013138817
443,3,0.20359320085729057
444,3,0.2062204885798547
445,2,0.20737621332324077
446,3,0.20521151059885517
447,4,0.24027120252959305
448,2,0.22812294742261513
449,4,0.22596880781847886
450,4,0.2238682265503255
451,5,0.21935445885368304
452,5,0.23470941272604814
453,5,0.23724904154231105
454,5,0.2269036758320886
455,4,0.21264003399359477
456,5,0.21157161409230935
457,5,0.19394193971140147
458,5,0.1781409046144497
459,7,0.18631715550825573
460,7,0.2102109571426911
